city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,965005,920.7,shape,False,True,America/New_York,2,40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281,1840030815
buffalo,Buffalo,NY,New York,36029,Erie,42.9018,-78.8487,949547,2642.9,shape,False,True,America/New_York,2,14208 14209 14202 14203 14201 14206 14207 14204 14220 14222 14211 14210 14213 14212 14215 14214 14216 14205 14233 14240 14263 14264 14267 14269 14270 14272 14273 14276 14280,1840000386
fort worth,Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474,941311,1032.7,shape,False,True,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76008 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,1840020696
bridgeport,Bridgeport,CT,Connecticut,9120,Greater Bridgeport,41.1918,-73.1954,921660,3557.4,shape,False,True,America/New_York,2,06605 06604 06607 06606 06608 06610 06601 06602,1840004836
new orleans,New Orleans,LA,Louisiana,22071,Orleans,30.0687,-89.9288,918752,856.6,shape,False,True,America/Chicago,2,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,1840001839
tucson,Tucson,AZ,Arizona,4019,Pima,32.1541,-110.8787,879871,866.2,shape,False,True,America/Phoenix,2,85705 85707 85706 85709 85710 85756 85723 85726 85724 85701 85708 85719 85748 85745 85747 85716 85714 85715 85712 85713 85711 85734 85730 85721 85702 85703 85717 85725 85731 85732 85738 85751 85754 85775,1840022101
el paso,El Paso,TX,Texas,48141,El Paso,31.8476,-106.43,862494,1011.6,shape,False,True,America/Denver,2,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,1840023252
omaha,Omaha,NE,Nebraska,31055,Douglas,41.2627,-96.0529,826161,1318.9,shape,False,True,America/Chicago,2,68112 68114 68117 68116 68118 68182 68183 68105 68108 68178 68110 68122 68127 68124 68111 68022 68137 68135 68132 68144 68134 68131 68130 68102 68106 68107 68104 68164 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68197 68198,1840009315
mcallen,McAllen,TX,Texas,48215,Hidalgo,26.2252,-98.2467,810034,890.1,shape,False,True,America/Chicago,2,78573 78504 78503 78501 78557 78502 78505,1840021024
birmingham,Birmingham,AL,Alabama,1073,Jefferson,33.5279,-86.7971,778756,523.3,shape,False,True,America/Chicago,2,35218 35214 35215 35217 35210 35211 35212 35213 35224 35221 35222 35203 35207 35206 35205 35204 35209 35208 35094 35254 35068 35061 35228 35234 35235 35233 35243 35242 35249 35201 35202 35220 35232 35238 35246 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35298,1840006507
albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1054,-106.6465,767499,1159.7,shape,False,True,America/Denver,2,87123 87112 87113 87110 87111 87114 87109 87108 87101 87102 87105 87104 87107 87106 87120 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199,1840019176
tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1283,-95.9042,740620,805.1,shape,False,True,America/Chicago,2,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193,1840021672
charleston,Charleston,SC,South Carolina,45019,Charleston,32.8168,-79.9687,726389,509.3,shape,False,True,America/New_York,2,29414 29424 29425 29455 29405 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29457,1840015163
fresno,Fresno,CA,California,6019,Fresno,36.783,-119.7939,724547,1810.8,shape,False,True,America/Los_Angeles,2,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840020319
rochester,Rochester,NY,New York,36055,Monroe,43.168,-77.6162,694707,2264.3,shape,False,True,America/New_York,2,14608 14609 14606 14607 14604 14605 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14642 14602 14603 14638 14639 14643 14644 14646 14647 14649 14650 14651 14653,1840000373
dayton,Dayton,OH,Ohio,39113,Montgomery,39.7805,-84.2003,667936,946.0,shape,False,True,America/New_York,2,45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377 45401 45412 45422 45470 45481 45490,1840034249
cape coral,Cape Coral,FL,Florida,12071,Lee,26.6443,-81.9957,656464,750.0,shape,False,True,America/New_York,2,33990 33993 33914 33991 33909 33904 33910 33915,1840015130
provo,Provo,UT,Utah,49049,Utah,40.2457,-111.6457,639820,1053.7,shape,False,True,America/Denver,2,84606 84604 84602 84601 84603 84605,1840020174
colorado springs,Colorado Springs,CO,Colorado,8041,El Paso,38.8674,-104.7605,638421,923.0,shape,False,True,America/Denver,2,80951 80829 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997,1840018825
mission viejo,Mission Viejo,CA,California,6059,Orange,33.6096,-117.6551,634674,2020.5,shape,False,True,America/Los_Angeles,2,92692 92691 92690,1840020580
allentown,Allentown,PA,Pennsylvania,42077,Lehigh,40.5961,-75.4756,632175,2754.8,shape,False,True,America/New_York,2,18104 18101 18103 18102 18109 18001 18105,1840001044
baton rouge,Baton Rouge,LA,Louisiana,22033,East Baton Rouge,30.442,-91.1311,630063,993.4,shape,False,True,America/Chicago,2,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70825 70819 70813 70812 70815 70814 70816 70804 70821 70822 70823 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898,1840013941
ogden,Ogden,UT,Utah,49057,Weber,41.2279,-111.9682,623688,1219.7,shape,False,True,America/Denver,2,84404 84401 84403 84408 84244 84407 84409 84415,1840020135
knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,618226,757.6,shape,False,True,America/New_York,2,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997,1840014486
grand rapids,Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562,611480,1705.4,shape,False,True,America/Detroit,2,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599,1840002928
columbia,Columbia,SC,South Carolina,45079,Richland,34.0378,-80.9036,605083,384.8,shape,False,True,America/New_York,2,29203 29207 29205 29208 29209 29225 29212 29210 29201 29206 29204 29202 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250,1840014730
albany,Albany,NY,New York,36001,Albany,42.6664,-73.7987,602242,1805.4,shape,False,True,America/New_York,2,12208 12209 12204 12206 12207 12202 12203 12205 12210 12226 12222 12201 12223 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261,1840000417
bakersfield,Bakersfield,CA,California,6029,Kern,35.3529,-119.0359,578542,1049.2,shape,False,True,America/Los_Angeles,2,93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390,1840019148
new haven,New Haven,CT,Connecticut,9170,South Central Connecticut,41.3113,-72.9246,565056,2745.3,shape,False,True,America/New_York,2,06519 06511 06510 06513 06512 06515 06501 06502 06503 06505 06506 06507 06508 06509 06520 06521 06530 06531 06532 06533 06534 06535 06536 06540,1840004850
des moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105,560170,930.5,shape,False,True,America/Chicago,2,50309 50312 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,1840007069
palm bay,Palm Bay,FL,Florida,12009,Brevard,27.9631,-80.6593,547659,558.1,shape,False,True,America/New_York,2,32909 32908 32905 32907 32976 32902 32906 32910 32911,1840015094
akron,Akron,OH,Ohio,39153,Summit,41.0798,-81.5219,538659,1181.5,shape,False,True,America/New_York,2,44306 44307 44304 44305 44302 44303 44301 44308 44325 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44326 44328 44334 44396 44398,1840000791
concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,525233,1569.5,shape,False,True,America/Los_Angeles,2,94518 94519 94565 94521 94520 94522 94524 94527,1840018905
mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4015,-111.7178,507478,1381.6,shape,False,True,America/Phoenix,2,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277,1840020566
wichita,Wichita,KS,Kansas,20173,Sedgwick,37.6895,-97.3443,501760,927.4,shape,False,True,America/Chicago,2,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,1840001686
harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,499494,2382.2,shape,False,True,America/New_York,2,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130,1840001288
staten island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,495747,3286.2,point,False,True,America/New_York,2,10303 10302 10301 10307 10306 10305 10310 10311 10312 10314 10309 10308 10304 10313,1840034032
toledo,Toledo,OH,Ohio,39095,Lucas,41.6638,-83.5827,492076,1287.8,shape,False,True,America/New_York,2,43615 43614 43611 43613 43612 43607 43610 43606 43604 43605 43608 43609 43620 43623 43405 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,1840000572
worcester,Worcester,MA,Massachusetts,25027,Worcester,42.2705,-71.8079,487014,2123.8,shape,False,True,America/New_York,2,01608 01610 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655,1840000434
port st. lucie,Port St. Lucie,FL,Florida,12111,St. Lucie,27.2796,-80.3884,473733,714.0,shape,False,True,America/New_York,2,34986 34984 34983 34987 34952 34953 34985,1840015119
little rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3577,467846,645.6,shape,False,True,America/Chicago,2,72211 72210 72212 72223 72227 72209 72202 72201 72206 72207 72204 72205 72103 72215 72217 72219 72222 72225 72231 72255 72260 72295,1840015509
madison,Madison,WI,Wisconsin,55025,Dane,43.0822,-89.393,460255,1272.4,shape,False,True,America/Chicago,2,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53702 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794,1840002915
spokane,Spokane,WA,Washington,53063,Spokane,47.6671,-117.433,458988,1287.2,shape,False,True,America/Los_Angeles,2,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,1840021093
long beach,Long Beach,CA,California,6037,Los Angeles,33.7977,-118.167,458491,3493.5,shape,False,True,America/Los_Angeles,2,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90840 90801 90809 90832 90833 90842 90844 90846 90847 90848 90853,1840020490
denton,Denton,TX,Texas,48121,Denton,33.2175,-97.1418,455152,585.4,shape,False,True,America/Chicago,2,76207 76205 76203 76201 76208 76209 76226 76210 76202 76204 76206,1840019390
reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483,454814,952.8,shape,False,True,America/Los_Angeles,2,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89595 89599,1840020121
boise,Boise,ID,Idaho,16001,Ada,43.6005,-116.2308,449428,1068.7,shape,False,True,America/Boise,2,83703 83702 83706 83705 83704 83709 83712 83716 83713 83725 83720 83701 83708 83715 83717 83722 83724 83728 83729 83735 83756 83799,1840027142
bonita springs,Bonita Springs,FL,Florida,12071,Lee,26.3558,-81.7859,445500,550.9,shape,False,True,America/New_York,2,33931 34135 34134,1840014227
kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3041,-81.4169,442790,1425.5,shape,False,True,America/New_York,2,34743 34746 34741 34744 34745,1840015109
augusta,Augusta,GA,Georgia,13245,Richmond,33.3645,-82.0708,439361,257.4,shape,False,True,America/New_York,2,30912 30815 30812 30907 30906 30904 30905 30901 30909 30805 30903 30914 30916 30917 30919 30999,1840029462
springfield,Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,438889,1874.8,shape,False,True,America/New_York,2,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,1840000466
oakland,Oakland,CA,California,6001,Alameda,37.7904,-122.2166,438072,3022.3,shape,False,True,America/Los_Angeles,2,94621 94705 94611 94610 94613 94612 94619 94618 94606 94607 94602 94603 94601 94609 94720 94605 94608 94604 94614 94615 94617 94620 94623 94624 94649 94659 94660 94661 94666,1840020296
winston-salem,Winston-Salem,NC,North Carolina,37067,Forsyth,36.1029,-80.261,434231,724.6,shape,False,True,America/New_York,2,27110 27127 27040 27107 27106 27105 27104 27103 27101 27109 27102 27108 27111 27113 27114 27115 27116 27117 27120 27130 27150 27152 27155 27157 27198 27199,1840015324
stockton,Stockton,CA,California,6077,San Joaquin,37.9765,-121.3109,416005,1954.8,shape,False,True,America/Los_Angeles,2,95219 95212 95210 95211 95209 95207 95203 95205 95204 95206 95202 95201 95267 95269 95296 95297,1840021517
durham,Durham,NC,North Carolina,37063,Durham,35.9792,-78.9022,411362,937.2,shape,False,True,America/New_York,2,27703 27705 27704 27707 27701 27708 27712 27713 27706 27710 27715 27717 27722,1840013364
chattanooga,Chattanooga,TN,Tennessee,47065,Hamilton,35.066,-85.2481,410795,495.9,shape,False,True,America/New_York,2,37415 37416 37410 37411 37419 37409 37421 37408 37403 37402 37407 37405 37406 37404 37343 37450 37351 37401 37414 37424,1840014569
greenville,Greenville,SC,South Carolina,45045,Greenville,34.8354,-82.3646,408626,914.4,shape,False,True,America/New_York,2,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,1840013501
lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.042,-76.3012,408023,3081.6,shape,False,True,America/New_York,2,17603 17602 17601 17608 17622 17699,1840003718
syracuse,Syracuse,NY,New York,36067,Onondaga,43.0407,-76.1437,407625,2252.8,shape,False,True,America/New_York,2,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13244 13201 13217 13218 13221 13235 13252 13261,1840000378
fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0714,-94.1661,405556,685.6,shape,False,True,America/Chicago,2,72704 72703 72701 72702,1840013368
pensacola,Pensacola,FL,Florida,12033,Escambia,30.4413,-87.1911,401535,915.7,shape,False,True,America/Chicago,2,32503 32504 32501 32502 32513 32522 32524 32591,1840015005
arlington,Arlington,TX,Texas,48439,Tarrant,32.6998,-97.125,394769,1590.2,shape,False,True,America/Chicago,2,76011 76005 76001 76002 76006 76018 76013 76012 76010 76017 76016 76015 76014 76003 76004 76007 76019 76094 76096,1840019422
aurora,Aurora,CO,Colorado,8005,Arapahoe,39.7083,-104.7237,390201,918.3,shape,False,True,America/Denver,2,80247 80137 80045 80018 80019 80016 80014 80015 80012 80013 80010 80017 80011 80040 80041 80042 80044 80046 80047,1840018794
scranton,Scranton,PA,Pennsylvania,42069,Lackawanna,41.4044,-75.6649,375462,1160.6,shape,False,True,America/New_York,2,18504 18509 18508 18510 18503 18505 18507 18515 18540,1840003389
oxnard,Oxnard,CA,California,6111,Ventura,34.1964,-119.1815,373423,2923.8,shape,False,True,America/Los_Angeles,2,93035 93036 93030 93033 93031 93032 93034,1840020474
indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346,371926,1055.0,shape,False,True,America/Los_Angeles,2,92241 92201 92203,1840019304
victorville,Victorville,CA,California,6071,San Bernardino,34.5277,-117.3536,363596,712.3,shape,False,True,America/Los_Angeles,2,92394 92395 92392 92393,1840021731
trenton,Trenton,NJ,New Jersey,34021,Mercer,40.2237,-74.7641,362501,4566.7,shape,False,True,America/New_York,2,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,1840001383
huntsville,Huntsville,AL,Alabama,1089,Madison,34.6981,-86.6412,359389,375.1,shape,False,True,America/Chicago,2,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35742 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,1840005061
modesto,Modesto,CA,California,6099,Stanislaus,37.6375,-121.0028,355686,1946.8,shape,False,True,America/Los_Angeles,2,95358 95356 95355 95354 95351 95350 95352 95353 95397,1840020287
